2023/09/18 16:25:42,FPGA-A,FPGA-A 0.85V,0.90V,1.20V,1.80V,1.80V,2.02V,2.00V,1.79V,3.31V,3.30V,3.29V,33.88,3012RPM/0%,33% 33% ,33% 33% 
2023/09/18 16:25:47,FPGA-A,FPGA-A 0.85V,0.90V,1.21V,1.80V,1.81V,2.01V,2.00V,1.79V,3.29V,3.30V,3.29V,33.88,739RPM/0%,0% 0% ,0% 0% 
2023/09/18 16:25:52,FPGA-A,FPGA-A 0.85V,0.90V,1.21V,1.80V,1.81V,2.01V,2.00V,1.79V,3.29V,3.30V,3.29V,33.88,1447RPM/20%,0% 0% ,0% 0% 
2023/09/18 16:25:57,FPGA-A,FPGA-A 0.85V,0.90V,1.21V,1.80V,1.81V,2.01V,2.00V,1.79V,3.29V,3.30V,3.29V,33.88,1447RPM/20%,0% 0% ,0% 0% 
2023/09/18 16:26:02,FPGA-A,FPGA-A 0.85V,0.90V,1.20V,1.80V,1.80V,2.01V,2.01V,1.80V,3.29V,3.30V,3.30V,45.31,1447RPM/20%,0% 0% ,0% 0% 
2023/09/18 16:26:07,FPGA-A,FPGA-A 0.85V,0.90V,1.20V,1.80V,1.80V,2.01V,2.01V,1.80V,3.29V,3.30V,3.30V,45.31,1447RPM/20%,0% 0% ,0% 0% 
2023/09/18 16:26:12,FPGA-A,FPGA-A 0.86V,0.90V,1.20V,1.80V,1.80V,2.01V,2.01V,1.80V,3.29V,3.30V,3.30V,45.31,1448RPM/20%,0% 0% ,0% 0% 
2023/09/18 16:26:22,FPGA-A,FPGA-A 0.85V,0.90V,1.20V,1.80V,1.81V,2.02V,2.00V,1.80V,3.31V,3.30V,3.30V,45.44,1448RPM/20%,0% 0% ,0% 0% 
2023/09/18 16:26:27,FPGA-A,FPGA-A 0.85V,0.90V,1.20V,1.80V,1.81V,2.02V,2.00V,1.80V,3.31V,3.30V,3.30V,45.44,1448RPM/20%,0% 0% ,0% 0% 
2023/09/18 16:26:32,FPGA-A,FPGA-A 0.86V,0.89V,1.20V,1.80V,1.81V,2.02V,2.00V,1.80V,3.31V,3.30V,3.30V,45.44,1448RPM/20%,0% 0% ,0% 0% 
2023/09/18 16:26:37,FPGA-A,FPGA-A 0.86V,0.90V,1.20V,1.80V,1.80V,2.01V,2.01V,1.80V,3.30V,3.31V,3.30V,45.25,1451RPM/20%,0% 0% ,0% 0% 
2023/09/18 16:26:42,FPGA-A,FPGA-A 0.85V,0.90V,1.20V,1.80V,1.80V,2.01V,2.01V,1.80V,3.30V,3.31V,3.30V,45.25,1451RPM/20%,0% 0% ,0% 0% 
2023/09/18 16:26:47,FPGA-A,FPGA-A 0.86V,0.90V,1.20V,1.80V,1.80V,2.01V,2.01V,1.80V,3.30V,3.31V,3.30V,45.25,1451RPM/20%,0% 0% ,0% 0% 
2023/09/18 16:26:52,FPGA-A,FPGA-A 0.86V,0.90V,1.21V,1.80V,1.80V,2.01V,2.00V,1.79V,3.30V,3.31V,3.29V,45.44,1451RPM/20%,0% 0% ,0% 0% 
2023/09/18 16:26:57,FPGA-A,FPGA-A 0.86V,0.90V,1.21V,1.80V,1.80V,2.01V,2.00V,1.79V,3.30V,3.31V,3.29V,45.44,1451RPM/20%,0% 0% ,0% 0% 
