2023/09/15 13:34:38,FPGA-A,FPGA-A 0.86V,0.90V,1.20V,1.79V,1.80V,2.02V,2.00V,1.80V,3.31V,3.31V,3.30V,49.75,2812RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:34:43,FPGA-A,FPGA-A 0.85V,0.89V,1.20V,1.79V,1.80V,2.02V,2.00V,1.80V,3.31V,3.31V,3.30V,49.75,2808RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:34:48,FPGA-A,FPGA-A 0.85V,0.90V,1.20V,1.79V,1.80V,2.02V,2.00V,1.80V,3.31V,3.31V,3.30V,49.75,2814RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:34:53,FPGA-A,FPGA-A 0.85V,0.89V,1.20V,1.81V,1.81V,2.02V,2.01V,1.80V,3.29V,3.32V,3.30V,50.12,2812RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:34:58,FPGA-A,FPGA-A 0.85V,0.89V,1.20V,1.81V,1.81V,2.02V,2.01V,1.80V,3.29V,3.32V,3.30V,50.12,2811RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:35:03,FPGA-A,FPGA-A 0.85V,0.89V,1.20V,1.81V,1.81V,2.02V,2.01V,1.80V,3.29V,3.32V,3.30V,50.12,2812RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:35:08,FPGA-A,FPGA-A 0.85V,0.90V,1.21V,1.80V,1.81V,2.02V,2.00V,1.80V,3.30V,3.31V,3.30V,49.50,2815RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:35:13,FPGA-A,FPGA-A 0.85V,0.90V,1.21V,1.80V,1.81V,2.02V,2.00V,1.80V,3.30V,3.31V,3.30V,49.50,2811RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:35:18,FPGA-A,FPGA-A 0.86V,0.90V,1.21V,1.80V,1.81V,2.02V,2.00V,1.80V,3.30V,3.31V,3.30V,49.50,2808RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:35:23,FPGA-A,FPGA-A 0.85V,0.91V,1.20V,1.80V,1.81V,2.01V,2.00V,1.80V,3.29V,3.31V,3.29V,49.75,2815RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:35:28,FPGA-A,FPGA-A 0.86V,0.89V,1.20V,1.80V,1.81V,2.01V,2.00V,1.80V,3.29V,3.31V,3.29V,49.75,2814RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:35:33,FPGA-A,FPGA-A 0.85V,0.90V,1.20V,1.80V,1.81V,2.01V,2.00V,1.80V,3.29V,3.31V,3.29V,49.75,2812RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:35:38,FPGA-A,FPGA-A 0.84V,0.91V,1.20V,1.80V,1.80V,2.02V,2.00V,1.80V,3.30V,3.31V,3.29V,49.75,2811RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:35:43,FPGA-A,FPGA-A 0.86V,0.89V,1.20V,1.80V,1.80V,2.02V,2.00V,1.80V,3.30V,3.31V,3.29V,49.75,2812RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:35:48,FPGA-A,FPGA-A 0.85V,0.91V,1.20V,1.80V,1.80V,2.02V,2.00V,1.80V,3.30V,3.31V,3.29V,49.75,2814RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:35:53,FPGA-A,FPGA-A 0.85V,0.90V,1.20V,1.80V,1.80V,2.02V,2.01V,1.80V,3.29V,3.32V,3.30V,49.94,2812RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:35:58,FPGA-A,FPGA-A 0.85V,0.90V,1.20V,1.80V,1.80V,2.02V,2.01V,1.80V,3.29V,3.32V,3.30V,49.94,2811RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:36:03,FPGA-A,FPGA-A 0.85V,0.90V,1.20V,1.80V,1.80V,2.02V,2.01V,1.80V,3.29V,3.32V,3.30V,49.94,2812RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:36:08,FPGA-A,FPGA-A 0.85V,0.90V,1.19V,1.80V,1.80V,2.02V,2.01V,1.80V,3.31V,3.31V,3.30V,49.69,2810RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:36:13,FPGA-A,FPGA-A 0.85V,0.90V,1.19V,1.80V,1.80V,2.02V,2.01V,1.80V,3.31V,3.31V,3.30V,49.69,2814RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:36:18,FPGA-A,FPGA-A 0.86V,0.90V,1.19V,1.80V,1.80V,2.02V,2.01V,1.80V,3.31V,3.31V,3.30V,49.69,2812RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:36:23,FPGA-A,FPGA-A 0.86V,0.90V,1.19V,1.80V,1.81V,2.02V,2.00V,1.80V,3.31V,3.31V,3.29V,49.69,2814RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:36:28,FPGA-A,FPGA-A 0.85V,0.90V,1.19V,1.80V,1.81V,2.02V,2.00V,1.80V,3.31V,3.31V,3.29V,49.69,2810RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:36:33,FPGA-A,FPGA-A 0.86V,0.90V,1.19V,1.80V,1.81V,2.02V,2.00V,1.80V,3.31V,3.31V,3.29V,49.69,2811RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:36:38,FPGA-A,FPGA-A 0.85V,0.91V,1.19V,1.80V,1.80V,2.02V,2.01V,1.80V,3.31V,3.31V,3.30V,49.75,2811RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:36:43,FPGA-A,FPGA-A 0.86V,0.90V,1.19V,1.80V,1.80V,2.02V,2.01V,1.80V,3.31V,3.31V,3.30V,49.75,2811RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:36:49,FPGA-A,FPGA-A 0.86V,0.90V,1.19V,1.80V,1.80V,2.02V,2.01V,1.80V,3.31V,3.31V,3.30V,49.75,2810RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:36:54,FPGA-A,FPGA-A 0.85V,0.90V,1.20V,1.80V,1.80V,2.01V,2.01V,1.80V,3.29V,3.31V,3.30V,49.81,2812RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:36:59,FPGA-A,FPGA-A 0.85V,0.89V,1.20V,1.80V,1.80V,2.01V,2.01V,1.80V,3.29V,3.31V,3.30V,49.81,2811RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:37:04,FPGA-A,FPGA-A 0.85V,0.91V,1.20V,1.80V,1.80V,2.01V,2.01V,1.80V,3.29V,3.31V,3.30V,49.81,2811RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:37:09,FPGA-A,FPGA-A 0.86V,0.89V,1.20V,1.81V,1.80V,2.02V,2.01V,1.80V,3.29V,3.31V,3.29V,49.81,2812RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:37:14,FPGA-A,FPGA-A 0.85V,0.90V,1.20V,1.81V,1.80V,2.02V,2.01V,1.80V,3.29V,3.31V,3.29V,49.81,2812RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:37:19,FPGA-A,FPGA-A 0.86V,0.90V,1.20V,1.81V,1.80V,2.02V,2.01V,1.80V,3.29V,3.31V,3.29V,49.81,2814RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:37:24,FPGA-A,FPGA-A 0.86V,0.90V,1.19V,1.81V,1.80V,2.02V,2.01V,1.80V,3.30V,3.31V,3.30V,49.75,2811RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:37:29,FPGA-A,FPGA-A 0.85V,0.90V,1.19V,1.81V,1.80V,2.02V,2.01V,1.80V,3.30V,3.31V,3.30V,49.75,2810RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:37:34,FPGA-A,FPGA-A 0.85V,0.89V,1.19V,1.81V,1.80V,2.02V,2.01V,1.80V,3.30V,3.31V,3.30V,49.75,2811RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:37:39,FPGA-A,FPGA-A 0.86V,0.91V,1.20V,1.80V,1.81V,2.01V,2.01V,1.80V,3.30V,3.30V,3.30V,49.94,2812RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:37:44,FPGA-A,FPGA-A 0.86V,0.89V,1.20V,1.80V,1.81V,2.01V,2.01V,1.80V,3.30V,3.30V,3.30V,49.94,2811RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:37:49,FPGA-A,FPGA-A 0.85V,0.90V,1.20V,1.80V,1.81V,2.01V,2.01V,1.80V,3.30V,3.30V,3.30V,49.94,2811RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:37:54,FPGA-A,FPGA-A 0.86V,0.90V,1.20V,1.80V,1.81V,2.02V,2.00V,1.80V,3.29V,3.31V,3.30V,50.00,2810RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:37:59,FPGA-A,FPGA-A 0.85V,0.90V,1.20V,1.80V,1.81V,2.02V,2.00V,1.80V,3.29V,3.31V,3.30V,50.00,2810RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:38:04,FPGA-A,FPGA-A 0.86V,0.90V,1.20V,1.80V,1.81V,2.02V,2.00V,1.80V,3.29V,3.31V,3.30V,50.00,2810RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:38:09,FPGA-A,FPGA-A 0.85V,0.90V,1.20V,1.80V,1.80V,2.02V,2.01V,1.79V,3.29V,3.31V,3.30V,49.81,2812RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:38:14,FPGA-A,FPGA-A 0.85V,0.89V,1.20V,1.80V,1.80V,2.02V,2.01V,1.79V,3.29V,3.31V,3.30V,49.81,2810RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:38:19,FPGA-A,FPGA-A 0.86V,0.89V,1.20V,1.80V,1.80V,2.02V,2.01V,1.79V,3.29V,3.31V,3.30V,49.81,2814RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:38:24,FPGA-A,FPGA-A 0.85V,0.90V,1.20V,1.81V,1.80V,2.02V,2.01V,1.80V,3.30V,3.31V,3.31V,49.81,2810RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:38:29,FPGA-A,FPGA-A 0.86V,0.89V,1.20V,1.81V,1.80V,2.02V,2.01V,1.80V,3.30V,3.31V,3.31V,49.81,2811RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:38:34,FPGA-A,FPGA-A 0.85V,0.89V,1.20V,1.81V,1.80V,2.02V,2.01V,1.80V,3.30V,3.31V,3.31V,49.81,2812RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:38:39,FPGA-A,FPGA-A 0.85V,0.90V,1.20V,1.80V,1.80V,2.02V,2.01V,1.80V,3.29V,3.29V,3.30V,49.69,2811RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:38:44,FPGA-A,FPGA-A 0.85V,0.90V,1.20V,1.80V,1.80V,2.02V,2.01V,1.80V,3.29V,3.29V,3.30V,49.69,2815RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:38:49,FPGA-A,FPGA-A 0.88V,0.90V,1.20V,1.80V,1.80V,2.02V,2.01V,1.80V,3.29V,3.29V,3.30V,49.69,2811RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:38:54,FPGA-A,FPGA-A 0.85V,0.89V,1.19V,1.81V,1.80V,2.02V,2.01V,1.80V,3.30V,3.30V,3.30V,49.69,2810RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:38:59,FPGA-A,FPGA-A 0.85V,0.91V,1.19V,1.81V,1.80V,2.02V,2.01V,1.80V,3.30V,3.30V,3.30V,49.69,2810RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:39:04,FPGA-A,FPGA-A 0.86V,0.89V,1.19V,1.81V,1.80V,2.02V,2.01V,1.80V,3.30V,3.30V,3.30V,49.69,2814RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:39:09,FPGA-A,FPGA-A 0.85V,0.90V,1.19V,1.80V,1.80V,2.01V,2.01V,1.80V,3.29V,3.31V,3.30V,50.00,2811RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:39:14,FPGA-A,FPGA-A 0.86V,0.91V,1.19V,1.80V,1.80V,2.01V,2.01V,1.80V,3.29V,3.31V,3.30V,50.00,2812RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:39:19,FPGA-A,FPGA-A 0.86V,0.90V,1.19V,1.80V,1.80V,2.01V,2.01V,1.80V,3.29V,3.31V,3.30V,50.00,2811RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:39:24,FPGA-A,FPGA-A 0.86V,0.89V,1.19V,1.80V,1.81V,2.01V,2.01V,1.80V,3.30V,3.30V,3.30V,49.81,2811RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:39:29,FPGA-A,FPGA-A 0.85V,0.90V,1.19V,1.80V,1.81V,2.01V,2.01V,1.80V,3.30V,3.30V,3.30V,49.81,2812RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:39:34,FPGA-A,FPGA-A 0.86V,0.89V,1.19V,1.80V,1.81V,2.01V,2.01V,1.80V,3.30V,3.30V,3.30V,49.81,2811RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:39:39,FPGA-A,FPGA-A 0.86V,0.89V,1.20V,1.80V,1.81V,2.01V,2.01V,1.80V,3.30V,3.30V,3.29V,50.12,2814RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:39:44,FPGA-A,FPGA-A 0.85V,0.90V,1.20V,1.80V,1.81V,2.01V,2.01V,1.80V,3.30V,3.30V,3.29V,50.12,2812RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:39:49,FPGA-A,FPGA-A 0.85V,0.91V,1.20V,1.80V,1.81V,2.01V,2.01V,1.80V,3.30V,3.30V,3.29V,50.12,2814RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:39:54,FPGA-A,FPGA-A 0.85V,0.90V,1.19V,1.80V,1.80V,2.01V,2.01V,1.79V,3.30V,3.31V,3.30V,49.81,2811RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:39:59,FPGA-A,FPGA-A 0.86V,0.90V,1.19V,1.80V,1.80V,2.01V,2.01V,1.79V,3.30V,3.31V,3.30V,49.81,2814RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:40:04,FPGA-A,FPGA-A 0.85V,0.90V,1.19V,1.80V,1.80V,2.01V,2.01V,1.79V,3.30V,3.31V,3.30V,49.81,2812RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:40:09,FPGA-A,FPGA-A 0.86V,0.89V,1.20V,1.80V,1.80V,2.01V,2.00V,1.80V,3.30V,3.31V,3.29V,49.81,2815RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:40:14,FPGA-A,FPGA-A 0.86V,0.90V,1.20V,1.80V,1.80V,2.01V,2.00V,1.80V,3.30V,3.31V,3.29V,49.81,2814RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:40:19,FPGA-A,FPGA-A 0.86V,0.91V,1.20V,1.80V,1.80V,2.01V,2.00V,1.80V,3.30V,3.31V,3.29V,49.81,2814RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:40:24,FPGA-A,FPGA-A 0.86V,0.89V,1.20V,1.80V,1.79V,2.01V,2.01V,1.80V,3.30V,3.31V,3.30V,49.94,2810RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:40:29,FPGA-A,FPGA-A 0.86V,0.91V,1.20V,1.80V,1.79V,2.01V,2.01V,1.80V,3.30V,3.31V,3.30V,49.94,2811RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:40:34,FPGA-A,FPGA-A 0.85V,0.90V,1.20V,1.80V,1.79V,2.01V,2.01V,1.80V,3.30V,3.31V,3.30V,49.94,2811RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:40:39,FPGA-A,FPGA-A 0.85V,0.90V,1.19V,1.80V,1.80V,2.02V,2.01V,1.80V,3.30V,3.31V,3.31V,50.06,2812RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:40:44,FPGA-A,FPGA-A 0.85V,0.91V,1.19V,1.80V,1.80V,2.02V,2.01V,1.80V,3.30V,3.31V,3.31V,50.06,2814RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:40:49,FPGA-A,FPGA-A 0.86V,0.90V,1.19V,1.80V,1.80V,2.02V,2.01V,1.80V,3.30V,3.31V,3.31V,50.06,2815RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:40:54,FPGA-A,FPGA-A 0.85V,0.90V,1.20V,1.80V,1.81V,2.01V,2.00V,1.80V,3.30V,3.31V,3.30V,49.75,2811RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:40:59,FPGA-A,FPGA-A 0.86V,0.90V,1.20V,1.80V,1.81V,2.01V,2.00V,1.80V,3.30V,3.31V,3.30V,49.75,2812RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:41:04,FPGA-A,FPGA-A 0.85V,0.91V,1.20V,1.80V,1.81V,2.01V,2.00V,1.80V,3.30V,3.31V,3.30V,49.75,2810RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:41:09,FPGA-A,FPGA-A 0.85V,0.90V,1.19V,1.81V,1.81V,2.02V,2.00V,1.79V,3.30V,3.31V,3.30V,49.81,2814RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:41:14,FPGA-A,FPGA-A 0.86V,0.90V,1.19V,1.81V,1.81V,2.02V,2.00V,1.79V,3.30V,3.31V,3.30V,49.81,2811RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:41:19,FPGA-A,FPGA-A 0.85V,0.89V,1.19V,1.81V,1.81V,2.02V,2.00V,1.79V,3.30V,3.31V,3.30V,49.81,2811RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:41:24,FPGA-A,FPGA-A 0.86V,0.90V,1.19V,1.81V,1.80V,2.01V,2.01V,1.80V,3.30V,3.31V,3.31V,49.69,2815RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:41:29,FPGA-A,FPGA-A 0.86V,0.90V,1.19V,1.81V,1.80V,2.01V,2.01V,1.80V,3.30V,3.31V,3.31V,49.69,2810RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:41:34,FPGA-A,FPGA-A 0.86V,0.89V,1.19V,1.81V,1.80V,2.01V,2.01V,1.80V,3.30V,3.31V,3.31V,49.69,2812RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:41:39,FPGA-A,FPGA-A 0.86V,0.91V,1.20V,1.80V,1.81V,2.02V,2.01V,1.80V,3.31V,3.30V,3.30V,50.00,2811RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:41:44,FPGA-A,FPGA-A 0.85V,0.90V,1.20V,1.80V,1.81V,2.02V,2.01V,1.80V,3.31V,3.30V,3.30V,50.00,2811RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:41:49,FPGA-A,FPGA-A 0.85V,0.90V,1.20V,1.80V,1.81V,2.02V,2.01V,1.80V,3.31V,3.30V,3.30V,50.00,2811RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:41:54,FPGA-A,FPGA-A 0.85V,0.91V,1.19V,1.80V,1.80V,2.02V,2.01V,1.79V,3.30V,3.31V,3.29V,49.75,2808RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:41:59,FPGA-A,FPGA-A 0.86V,0.90V,1.19V,1.80V,1.80V,2.02V,2.01V,1.79V,3.30V,3.31V,3.29V,49.75,2812RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:42:04,FPGA-A,FPGA-A 0.86V,0.89V,1.19V,1.80V,1.80V,2.02V,2.01V,1.79V,3.30V,3.31V,3.29V,49.75,2810RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:42:09,FPGA-A,FPGA-A 0.85V,0.89V,1.20V,1.80V,1.81V,2.02V,2.01V,1.80V,3.30V,3.31V,3.29V,49.81,2812RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:42:14,FPGA-A,FPGA-A 0.86V,0.90V,1.20V,1.80V,1.81V,2.02V,2.01V,1.80V,3.30V,3.31V,3.29V,49.81,2811RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:42:19,FPGA-A,FPGA-A 0.85V,0.90V,1.20V,1.80V,1.81V,2.02V,2.01V,1.80V,3.30V,3.31V,3.29V,49.81,2812RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:42:24,FPGA-A,FPGA-A 0.86V,0.90V,1.21V,1.80V,1.81V,2.02V,2.00V,1.80V,3.31V,3.31V,3.30V,49.94,2812RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:42:29,FPGA-A,FPGA-A 0.85V,0.90V,1.21V,1.80V,1.81V,2.02V,2.00V,1.80V,3.31V,3.31V,3.30V,49.94,2812RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:42:34,FPGA-A,FPGA-A 0.86V,0.90V,1.21V,1.80V,1.81V,2.02V,2.00V,1.80V,3.31V,3.31V,3.30V,49.94,2814RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:42:39,FPGA-A,FPGA-A 0.87V,0.90V,1.21V,1.80V,1.80V,2.02V,2.00V,1.80V,3.30V,3.30V,3.29V,49.94,2814RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:42:44,FPGA-A,FPGA-A 0.85V,0.90V,1.21V,1.80V,1.80V,2.02V,2.00V,1.80V,3.30V,3.30V,3.29V,49.94,2812RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:42:49,FPGA-A,FPGA-A 0.85V,0.90V,1.21V,1.80V,1.80V,2.02V,2.00V,1.80V,3.30V,3.30V,3.29V,49.94,2815RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:42:54,FPGA-A,FPGA-A 0.85V,0.90V,1.20V,1.80V,1.80V,2.02V,2.01V,1.80V,3.30V,3.31V,3.29V,50.00,2811RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:42:59,FPGA-A,FPGA-A 0.86V,0.90V,1.20V,1.80V,1.80V,2.02V,2.01V,1.80V,3.30V,3.31V,3.29V,50.00,2808RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:43:04,FPGA-A,FPGA-A 0.85V,0.90V,1.20V,1.80V,1.80V,2.02V,2.01V,1.80V,3.30V,3.31V,3.29V,50.00,2814RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:43:09,FPGA-A,FPGA-A 0.86V,0.89V,1.20V,1.80V,1.81V,2.03V,2.00V,1.80V,3.30V,3.31V,3.30V,49.88,2808RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:43:14,FPGA-A,FPGA-A 0.85V,0.90V,1.20V,1.80V,1.81V,2.03V,2.00V,1.80V,3.30V,3.31V,3.30V,49.88,2811RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:43:19,FPGA-A,FPGA-A 0.85V,0.90V,1.20V,1.80V,1.81V,2.03V,2.00V,1.80V,3.30V,3.31V,3.30V,49.88,2810RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:43:24,FPGA-A,FPGA-A 0.85V,0.91V,1.19V,1.80V,1.80V,2.02V,2.01V,1.80V,3.30V,3.31V,3.30V,49.88,2812RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:43:29,FPGA-A,FPGA-A 0.86V,0.90V,1.19V,1.80V,1.80V,2.02V,2.01V,1.80V,3.30V,3.31V,3.30V,49.88,2811RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:43:34,FPGA-A,FPGA-A 0.85V,0.90V,1.19V,1.80V,1.80V,2.02V,2.01V,1.80V,3.30V,3.31V,3.30V,49.88,2812RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:43:39,FPGA-A,FPGA-A 0.86V,0.90V,1.20V,1.81V,1.81V,2.02V,2.00V,1.79V,3.30V,3.30V,3.30V,49.81,2811RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:43:44,FPGA-A,FPGA-A 0.86V,0.90V,1.20V,1.81V,1.81V,2.02V,2.00V,1.79V,3.30V,3.30V,3.30V,49.81,2812RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:43:49,FPGA-A,FPGA-A 0.85V,0.90V,1.20V,1.81V,1.81V,2.02V,2.00V,1.79V,3.30V,3.30V,3.30V,49.81,2814RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:43:54,FPGA-A,FPGA-A 0.85V,0.90V,1.20V,1.81V,1.80V,2.02V,2.00V,1.79V,3.30V,3.30V,3.30V,49.75,2812RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:43:59,FPGA-A,FPGA-A 0.85V,0.90V,1.20V,1.81V,1.80V,2.02V,2.00V,1.79V,3.30V,3.30V,3.30V,49.75,2811RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:44:04,FPGA-A,FPGA-A 0.85V,0.91V,1.20V,1.81V,1.80V,2.02V,2.00V,1.79V,3.30V,3.30V,3.30V,49.75,2814RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:44:09,FPGA-A,FPGA-A 0.85V,0.90V,1.20V,1.80V,1.80V,2.02V,2.01V,1.80V,3.29V,3.30V,3.30V,49.69,2812RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:44:14,FPGA-A,FPGA-A 0.85V,0.89V,1.20V,1.80V,1.80V,2.02V,2.01V,1.80V,3.29V,3.30V,3.30V,49.69,2811RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:44:19,FPGA-A,FPGA-A 0.85V,0.90V,1.20V,1.80V,1.80V,2.02V,2.01V,1.80V,3.29V,3.30V,3.30V,49.69,2808RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:44:24,FPGA-A,FPGA-A 0.85V,0.90V,1.19V,1.81V,1.80V,2.02V,2.01V,1.80V,3.30V,3.31V,3.29V,50.00,2812RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:44:29,FPGA-A,FPGA-A 0.86V,0.90V,1.19V,1.81V,1.80V,2.02V,2.01V,1.80V,3.30V,3.31V,3.29V,50.00,2812RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:44:34,FPGA-A,FPGA-A 0.85V,0.90V,1.19V,1.81V,1.80V,2.02V,2.01V,1.80V,3.30V,3.31V,3.29V,50.00,2814RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:44:39,FPGA-A,FPGA-A 0.86V,0.90V,1.19V,1.80V,1.81V,2.02V,2.01V,1.80V,3.30V,3.30V,3.30V,49.88,2810RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:44:44,FPGA-A,FPGA-A 0.85V,0.90V,1.19V,1.80V,1.81V,2.02V,2.01V,1.80V,3.30V,3.30V,3.30V,49.88,2815RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:44:49,FPGA-A,FPGA-A 0.86V,0.90V,1.19V,1.80V,1.81V,2.02V,2.01V,1.80V,3.30V,3.30V,3.30V,49.88,2811RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:44:54,FPGA-A,FPGA-A 0.86V,0.90V,1.19V,1.80V,1.80V,2.02V,2.01V,1.79V,3.30V,3.31V,3.29V,49.88,2814RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:44:59,FPGA-A,FPGA-A 0.85V,0.91V,1.19V,1.80V,1.80V,2.02V,2.01V,1.79V,3.30V,3.31V,3.29V,49.88,2812RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:45:04,FPGA-A,FPGA-A 0.86V,0.90V,1.19V,1.80V,1.80V,2.02V,2.01V,1.79V,3.30V,3.31V,3.29V,49.88,2810RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:45:09,FPGA-A,FPGA-A 0.85V,0.91V,1.19V,1.80V,1.80V,2.02V,2.01V,1.80V,3.31V,3.30V,3.29V,49.75,2812RPM/33%,0% 0% ,0% 0% 
2023/09/15 13:45:14,FPGA-A,FPGA-A 0.86V,0.90V,1.19V,1.80V,1.80V,2.02V,2.01V,1.80V,3.31V,3.30V,3.29V,49.75,2811RPM/33%,0% 0% ,0% 0% 
