2023/09/15 11:48:14,FPGA-A,FPGA-A 0.86V,0.89V,1.20V,1.80V,1.80V,2.01V,2.00V,1.80V,3.30V,3.31V,3.28V,43.06,0RPM/0%,0% 0% ,0% 0% 
2023/09/15 11:48:19,FPGA-A,FPGA-A 0.86V,0.90V,1.20V,1.80V,1.80V,2.01V,2.00V,1.80V,3.30V,3.31V,3.28V,43.06,0RPM/0%,0% 0% ,0% 0% 
2023/09/15 11:48:24,FPGA-A,FPGA-A 0.86V,0.90V,1.20V,1.80V,1.81V,2.01V,2.00V,1.80V,3.29V,3.30V,3.29V,43.12,0RPM/0%,0% 0% ,0% 0% 
2023/09/15 11:48:29,FPGA-A,FPGA-A 0.85V,0.91V,1.20V,1.80V,1.81V,2.01V,2.00V,1.80V,3.29V,3.30V,3.29V,43.12,0RPM/0%,0% 0% ,0% 0% 
2023/09/15 11:48:34,FPGA-A,FPGA-A 0.86V,0.90V,1.20V,1.80V,1.81V,2.01V,2.00V,1.80V,3.29V,3.30V,3.29V,43.12,0RPM/0%,0% 0% ,0% 0% 
2023/09/15 11:48:39,FPGA-A,FPGA-A 0.85V,0.90V,1.21V,1.80V,1.81V,2.02V,2.00V,1.80V,3.30V,3.30V,3.30V,43.44,0RPM/0%,0% 0% ,0% 0% 
2023/09/15 11:48:44,FPGA-A,FPGA-A 0.85V,0.91V,1.21V,1.80V,1.81V,2.02V,2.00V,1.80V,3.30V,3.30V,3.30V,43.44,0RPM/0%,0% 0% ,0% 0% 
2023/09/15 11:48:49,FPGA-A,FPGA-A 0.85V,0.90V,1.21V,1.80V,1.81V,2.02V,2.00V,1.80V,3.30V,3.30V,3.30V,43.44,0RPM/0%,0% 0% ,0% 0% 
2023/09/15 11:48:54,FPGA-A,FPGA-A 0.85V,0.90V,1.20V,1.80V,1.80V,2.01V,2.01V,1.80V,3.30V,3.30V,3.30V,43.50,0RPM/0%,0% 0% ,0% 0% 
2023/09/15 11:48:59,FPGA-A,FPGA-A 0.85V,0.90V,1.20V,1.80V,1.80V,2.01V,2.01V,1.80V,3.30V,3.30V,3.30V,43.50,0RPM/0%,0% 0% ,0% 0% 
2023/09/15 11:49:04,FPGA-A,FPGA-A 0.86V,0.91V,1.20V,1.80V,1.80V,2.01V,2.01V,1.80V,3.30V,3.30V,3.30V,43.50,0RPM/0%,0% 0% ,0% 0% 
2023/09/15 11:49:09,FPGA-A,FPGA-A 0.86V,0.89V,1.19V,1.80V,1.80V,2.02V,2.00V,1.80V,3.29V,3.29V,3.29V,43.69,0RPM/0%,0% 0% ,0% 0% 
2023/09/15 11:49:14,FPGA-A,FPGA-A 0.85V,0.90V,1.19V,1.80V,1.80V,2.02V,2.00V,1.80V,3.29V,3.29V,3.29V,43.69,0RPM/0%,0% 0% ,0% 0% 
2023/09/15 11:49:19,FPGA-A,FPGA-A 0.85V,0.90V,1.19V,1.80V,1.80V,2.02V,2.00V,1.80V,3.29V,3.29V,3.29V,43.69,0RPM/0%,0% 0% ,0% 0% 
2023/09/15 11:49:24,FPGA-A,FPGA-A 0.86V,0.90V,1.20V,1.80V,1.80V,2.02V,2.01V,1.80V,3.30V,3.30V,3.29V,43.75,0RPM/0%,0% 0% ,0% 0% 
2023/09/15 11:49:29,FPGA-A,FPGA-A 0.86V,0.90V,1.20V,1.80V,1.80V,2.02V,2.01V,1.80V,3.30V,3.30V,3.29V,43.75,0RPM/0%,0% 0% ,0% 0% 
2023/09/15 11:49:34,FPGA-A,FPGA-A 0.85V,0.89V,1.20V,1.80V,1.80V,2.02V,2.01V,1.80V,3.30V,3.30V,3.29V,43.75,0RPM/0%,0% 0% ,0% 0% 
2023/09/15 11:49:39,FPGA-A,FPGA-A 0.86V,0.90V,1.21V,1.79V,1.81V,2.01V,2.00V,1.80V,3.31V,3.31V,3.28V,44.12,0RPM/0%,0% 0% ,0% 0% 
2023/09/15 11:49:44,FPGA-A,FPGA-A 0.86V,0.90V,1.21V,1.79V,1.81V,2.01V,2.00V,1.80V,3.31V,3.31V,3.28V,44.12,0RPM/0%,0% 0% ,0% 0% 
2023/09/15 11:49:49,FPGA-A,FPGA-A 0.86V,0.89V,1.21V,1.79V,1.81V,2.01V,2.00V,1.80V,3.31V,3.31V,3.28V,44.12,0RPM/0%,0% 0% ,0% 0% 
2023/09/15 11:49:54,FPGA-A,FPGA-A 0.86V,0.90V,1.20V,1.80V,1.80V,2.01V,2.01V,1.80V,3.29V,3.31V,3.29V,44.25,0RPM/0%,0% 0% ,0% 0% 
2023/09/15 11:49:59,FPGA-A,FPGA-A 0.86V,0.90V,1.20V,1.80V,1.80V,2.01V,2.01V,1.80V,3.29V,3.31V,3.29V,44.25,0RPM/0%,0% 0% ,0% 0% 
2023/09/15 11:50:04,FPGA-A,FPGA-A 0.85V,0.91V,1.20V,1.80V,1.80V,2.01V,2.01V,1.80V,3.29V,3.31V,3.29V,44.25,0RPM/0%,0% 0% ,0% 0% 
2023/09/15 11:50:09,FPGA-A,FPGA-A 0.85V,0.89V,1.20V,1.79V,1.80V,2.02V,2.01V,1.80V,3.31V,3.31V,3.29V,44.44,0RPM/0%,0% 0% ,0% 0% 
2023/09/15 11:50:14,FPGA-A,FPGA-A 0.86V,0.90V,1.20V,1.79V,1.80V,2.02V,2.01V,1.80V,3.31V,3.31V,3.29V,44.44,0RPM/0%,0% 0% ,0% 0% 
2023/09/15 11:50:19,FPGA-A,FPGA-A 0.85V,0.90V,1.20V,1.79V,1.80V,2.02V,2.01V,1.80V,3.31V,3.31V,3.29V,44.44,0RPM/0%,0% 0% ,0% 0% 
2023/09/15 11:50:24,FPGA-A,FPGA-A 0.85V,0.90V,1.19V,1.80V,1.80V,2.02V,2.00V,1.80V,3.29V,3.31V,3.30V,45.00,0RPM/20%,0% 0% ,0% 0% 
2023/09/15 11:50:29,FPGA-A,FPGA-A 0.85V,0.90V,1.19V,1.80V,1.80V,2.02V,2.00V,1.80V,3.29V,3.31V,3.30V,45.00,0RPM/20%,0% 0% ,0% 0% 
2023/09/15 11:50:34,FPGA-A,FPGA-A 0.86V,0.90V,1.19V,1.80V,1.80V,2.02V,2.00V,1.80V,3.29V,3.31V,3.30V,45.00,1424RPM/20%,0% 0% ,0% 0% 
2023/09/15 11:50:39,FPGA-A,FPGA-A 0.85V,0.90V,1.20V,1.80V,1.80V,2.01V,2.00V,1.80V,3.29V,3.30V,3.29V,45.06,1424RPM/20%,0% 0% ,0% 0% 
2023/09/15 11:50:44,FPGA-A,FPGA-A 0.86V,0.90V,1.20V,1.80V,1.80V,2.01V,2.00V,1.80V,3.29V,3.30V,3.29V,45.06,1426RPM/20%,0% 0% ,0% 0% 
2023/09/15 11:50:49,FPGA-A,FPGA-A 0.85V,0.90V,1.20V,1.80V,1.80V,2.01V,2.00V,1.80V,3.29V,3.30V,3.29V,45.06,1428RPM/20%,0% 0% ,0% 0% 
2023/09/15 11:50:54,FPGA-A,FPGA-A 0.85V,0.89V,1.20V,1.80V,1.81V,2.01V,2.00V,1.80V,3.30V,3.31V,3.30V,44.75,1429RPM/20%,0% 0% ,0% 0% 
2023/09/15 11:50:59,FPGA-A,FPGA-A 0.85V,0.90V,1.20V,1.80V,1.81V,2.01V,2.00V,1.80V,3.30V,3.31V,3.30V,44.75,1430RPM/20%,0% 0% ,0% 0% 
2023/09/15 11:51:04,FPGA-A,FPGA-A 0.86V,0.90V,1.20V,1.80V,1.81V,2.01V,2.00V,1.80V,3.30V,3.31V,3.30V,44.75,1431RPM/20%,0% 0% ,0% 0% 
2023/09/15 11:51:09,FPGA-A,FPGA-A 0.86V,0.90V,1.20V,1.80V,1.80V,2.02V,2.00V,1.80V,3.30V,3.30V,3.29V,44.81,1433RPM/20%,0% 0% ,0% 0% 
2023/09/15 11:51:14,FPGA-A,FPGA-A 0.85V,0.89V,1.20V,1.80V,1.80V,2.02V,2.00V,1.80V,3.30V,3.30V,3.29V,44.81,1434RPM/20%,0% 0% ,0% 0% 
2023/09/15 11:51:19,FPGA-A,FPGA-A 0.86V,0.90V,1.20V,1.80V,1.80V,2.02V,2.00V,1.80V,3.30V,3.30V,3.29V,44.81,1436RPM/20%,0% 0% ,0% 0% 
2023/09/15 11:51:24,FPGA-A,FPGA-A 0.85V,0.90V,1.20V,1.80V,1.81V,2.02V,2.00V,1.79V,3.29V,3.31V,3.30V,44.75,1438RPM/20%,0% 0% ,0% 0% 
2023/09/15 11:51:29,FPGA-A,FPGA-A 0.85V,0.90V,1.20V,1.80V,1.81V,2.02V,2.00V,1.79V,3.29V,3.31V,3.30V,44.75,1438RPM/20%,0% 0% ,0% 0% 
2023/09/15 11:51:34,FPGA-A,FPGA-A 0.85V,0.90V,1.20V,1.80V,1.81V,2.02V,2.00V,1.79V,3.29V,3.31V,3.30V,44.75,1439RPM/20%,0% 0% ,0% 0% 
2023/09/15 11:51:39,FPGA-A,FPGA-A 0.85V,0.90V,1.20V,1.80V,1.80V,2.02V,2.01V,1.80V,3.30V,3.31V,3.30V,44.81,1439RPM/20%,0% 0% ,0% 0% 
2023/09/15 11:51:44,FPGA-A,FPGA-A 0.85V,0.91V,1.20V,1.80V,1.80V,2.02V,2.01V,1.80V,3.30V,3.31V,3.30V,44.81,1440RPM/20%,0% 0% ,0% 0% 
2023/09/15 11:51:49,FPGA-A,FPGA-A 0.85V,0.90V,1.20V,1.80V,1.80V,2.02V,2.01V,1.80V,3.30V,3.31V,3.30V,44.81,1441RPM/20%,0% 0% ,0% 0% 
2023/09/15 11:51:54,FPGA-A,FPGA-A 0.85V,0.90V,1.20V,1.80V,1.80V,2.01V,2.01V,1.80V,3.29V,3.30V,3.29V,44.75,1441RPM/20%,0% 0% ,0% 0% 
2023/09/15 11:51:59,FPGA-A,FPGA-A 0.85V,0.90V,1.20V,1.80V,1.80V,2.01V,2.01V,1.80V,3.29V,3.30V,3.29V,44.75,1442RPM/20%,0% 0% ,0% 0% 
2023/09/15 11:52:04,FPGA-A,FPGA-A 0.86V,0.89V,1.20V,1.80V,1.80V,2.01V,2.01V,1.80V,3.29V,3.30V,3.29V,44.75,1444RPM/20%,0% 0% ,0% 0% 
2023/09/15 11:52:09,FPGA-A,FPGA-A 0.85V,0.90V,1.20V,1.80V,1.80V,2.02V,2.01V,1.79V,3.31V,3.30V,3.30V,44.94,1445RPM/20%,0% 0% ,0% 0% 
2023/09/15 11:52:14,FPGA-A,FPGA-A 0.85V,0.90V,1.20V,1.80V,1.80V,2.02V,2.01V,1.79V,3.31V,3.30V,3.30V,44.94,1447RPM/20%,0% 0% ,0% 0% 
2023/09/15 11:52:19,FPGA-A,FPGA-A 0.85V,0.90V,1.20V,1.80V,1.80V,2.02V,2.01V,1.79V,3.31V,3.30V,3.30V,44.94,1447RPM/20%,0% 0% ,0% 0% 
2023/09/15 11:52:24,FPGA-A,FPGA-A 0.85V,0.91V,1.20V,1.80V,1.80V,2.02V,2.00V,1.79V,3.30V,3.31V,3.30V,45.00,1447RPM/20%,0% 0% ,0% 0% 
2023/09/15 11:52:29,FPGA-A,FPGA-A 0.85V,0.90V,1.20V,1.80V,1.80V,2.02V,2.00V,1.79V,3.30V,3.31V,3.30V,45.00,1447RPM/20%,0% 0% ,0% 0% 
2023/09/15 11:52:34,FPGA-A,FPGA-A 0.86V,0.89V,1.20V,1.80V,1.80V,2.02V,2.00V,1.79V,3.30V,3.31V,3.30V,45.00,1447RPM/20%,0% 0% ,0% 0% 
2023/09/15 11:52:39,FPGA-A,FPGA-A 0.85V,0.90V,1.19V,1.81V,1.80V,2.01V,2.00V,1.78V,3.29V,3.30V,3.30V,44.94,1448RPM/20%,0% 0% ,0% 0% 
2023/09/15 11:52:44,FPGA-A,FPGA-A 0.86V,0.90V,1.19V,1.81V,1.80V,2.01V,2.00V,1.78V,3.29V,3.30V,3.30V,44.94,1448RPM/20%,0% 0% ,0% 0% 
2023/09/15 11:52:49,FPGA-A,FPGA-A 0.85V,0.90V,1.19V,1.81V,1.80V,2.01V,2.00V,1.78V,3.29V,3.30V,3.30V,44.94,1449RPM/20%,0% 0% ,0% 0% 
2023/09/15 11:52:54,FPGA-A,FPGA-A 0.86V,0.90V,1.20V,1.80V,1.80V,2.02V,2.00V,1.80V,3.31V,3.31V,3.29V,45.19,1450RPM/20%,0% 0% ,0% 0% 
2023/09/15 11:52:59,FPGA-A,FPGA-A 0.86V,0.90V,1.20V,1.80V,1.80V,2.02V,2.00V,1.80V,3.31V,3.31V,3.29V,45.19,1450RPM/20%,0% 0% ,0% 0% 
2023/09/15 11:53:04,FPGA-A,FPGA-A 0.85V,0.90V,1.20V,1.80V,1.80V,2.02V,2.00V,1.80V,3.31V,3.31V,3.29V,45.19,1449RPM/20%,0% 0% ,0% 0% 
2023/09/15 11:53:09,FPGA-A,FPGA-A 0.85V,0.90V,1.20V,1.80V,1.81V,2.01V,2.00V,1.79V,3.30V,3.31V,3.29V,45.25,1451RPM/20%,0% 0% ,0% 0% 
2023/09/15 11:53:14,FPGA-A,FPGA-A 0.85V,0.91V,1.20V,1.80V,1.81V,2.01V,2.00V,1.79V,3.30V,3.31V,3.29V,45.25,1450RPM/20%,0% 0% ,0% 0% 
2023/09/15 11:53:19,FPGA-A,FPGA-A 0.85V,0.90V,1.20V,1.80V,1.81V,2.01V,2.00V,1.79V,3.30V,3.31V,3.29V,45.25,1451RPM/20%,0% 0% ,0% 0% 
2023/09/15 11:53:24,FPGA-A,FPGA-A 0.85V,0.89V,1.20V,1.80V,1.80V,2.02V,2.01V,1.80V,3.30V,3.31V,3.30V,45.62,1452RPM/20%,0% 0% ,0% 0% 
2023/09/15 11:53:29,FPGA-A,FPGA-A 0.86V,0.89V,1.20V,1.80V,1.80V,2.02V,2.01V,1.80V,3.30V,3.31V,3.30V,45.62,1453RPM/20%,0% 0% ,0% 0% 
2023/09/15 11:53:34,FPGA-A,FPGA-A 0.86V,0.91V,1.20V,1.80V,1.80V,2.02V,2.01V,1.80V,3.30V,3.31V,3.30V,45.62,1453RPM/20%,0% 0% ,0% 0% 
2023/09/15 11:53:39,FPGA-A,FPGA-A 0.85V,0.89V,1.20V,1.80V,1.81V,2.01V,2.01V,1.79V,3.30V,3.30V,3.30V,45.38,1454RPM/20%,0% 0% ,0% 0% 
2023/09/15 11:53:44,FPGA-A,FPGA-A 0.85V,0.90V,1.20V,1.80V,1.81V,2.01V,2.01V,1.79V,3.30V,3.30V,3.30V,45.38,1454RPM/20%,0% 0% ,0% 0% 
2023/09/15 11:53:49,FPGA-A,FPGA-A 0.85V,0.91V,1.20V,1.80V,1.81V,2.01V,2.01V,1.79V,3.30V,3.30V,3.30V,45.38,1453RPM/20%,0% 0% ,0% 0% 
2023/09/15 11:53:54,FPGA-A,FPGA-A 0.86V,0.89V,1.20V,1.80V,1.80V,2.01V,2.01V,1.79V,3.30V,3.31V,3.30V,45.38,1455RPM/20%,0% 0% ,0% 0% 
2023/09/15 11:53:59,FPGA-A,FPGA-A 0.86V,0.90V,1.20V,1.80V,1.80V,2.01V,2.01V,1.79V,3.30V,3.31V,3.30V,45.38,1454RPM/20%,0% 0% ,0% 0% 
2023/09/15 11:54:04,FPGA-A,FPGA-A 0.84V,0.90V,1.20V,1.80V,1.80V,2.01V,2.01V,1.79V,3.30V,3.31V,3.30V,45.38,1454RPM/20%,0% 0% ,0% 0% 
2023/09/15 11:54:09,FPGA-A,FPGA-A 0.86V,0.89V,1.21V,1.80V,1.81V,2.02V,2.01V,1.80V,3.30V,3.31V,3.29V,45.62,1455RPM/20%,0% 0% ,0% 0% 
2023/09/15 11:54:14,FPGA-A,FPGA-A 0.86V,0.91V,1.21V,1.80V,1.81V,2.02V,2.01V,1.80V,3.30V,3.31V,3.29V,45.62,1454RPM/20%,0% 0% ,0% 0% 
2023/09/15 11:54:19,FPGA-A,FPGA-A 0.85V,0.90V,1.21V,1.80V,1.81V,2.02V,2.01V,1.80V,3.30V,3.31V,3.29V,45.62,1455RPM/20%,0% 0% ,0% 0% 
2023/09/15 11:54:24,FPGA-A,FPGA-A 0.86V,0.90V,1.21V,1.81V,1.80V,2.01V,2.00V,1.80V,3.31V,3.31V,3.29V,45.62,1457RPM/20%,0% 0% ,0% 0% 
2023/09/15 11:54:29,FPGA-A,FPGA-A 0.86V,0.90V,1.21V,1.81V,1.80V,2.01V,2.00V,1.80V,3.31V,3.31V,3.29V,45.62,1456RPM/20%,0% 0% ,0% 0% 
2023/09/15 11:54:34,FPGA-A,FPGA-A 0.85V,0.89V,1.21V,1.81V,1.80V,2.01V,2.00V,1.80V,3.31V,3.31V,3.29V,45.62,1457RPM/20%,0% 0% ,0% 0% 
2023/09/15 11:54:39,FPGA-A,FPGA-A 0.85V,0.90V,1.19V,1.80V,1.81V,2.01V,2.01V,1.80V,3.30V,3.30V,3.30V,45.81,1456RPM/20%,0% 0% ,0% 0% 
2023/09/15 11:54:44,FPGA-A,FPGA-A 0.85V,0.91V,1.19V,1.80V,1.81V,2.01V,2.01V,1.80V,3.30V,3.30V,3.30V,45.81,1457RPM/20%,0% 0% ,0% 0% 
2023/09/15 11:54:49,FPGA-A,FPGA-A 0.85V,0.90V,1.19V,1.80V,1.81V,2.01V,2.01V,1.80V,3.30V,3.30V,3.30V,45.81,1457RPM/20%,0% 0% ,0% 0% 
2023/09/15 11:54:54,FPGA-A,FPGA-A 0.86V,0.90V,1.20V,1.80V,1.80V,2.02V,2.01V,1.81V,3.30V,3.30V,3.30V,45.94,1457RPM/20%,0% 0% ,0% 0% 
2023/09/15 11:54:59,FPGA-A,FPGA-A 0.85V,0.90V,1.20V,1.80V,1.80V,2.02V,2.01V,1.81V,3.30V,3.30V,3.30V,45.94,1457RPM/20%,0% 0% ,0% 0% 
2023/09/15 11:55:04,FPGA-A,FPGA-A 0.85V,0.90V,1.20V,1.80V,1.80V,2.02V,2.01V,1.81V,3.30V,3.30V,3.30V,45.94,1458RPM/20%,0% 0% ,0% 0% 
2023/09/15 11:55:09,FPGA-A,FPGA-A 0.85V,0.90V,1.20V,1.80V,1.80V,2.02V,2.00V,1.80V,3.31V,3.31V,3.30V,45.56,1458RPM/20%,0% 0% ,0% 0% 
2023/09/15 11:55:14,FPGA-A,FPGA-A 0.86V,0.90V,1.20V,1.80V,1.80V,2.02V,2.00V,1.80V,3.31V,3.31V,3.30V,45.56,1458RPM/20%,0% 0% ,0% 0% 
2023/09/15 11:55:19,FPGA-A,FPGA-A 0.85V,0.90V,1.20V,1.80V,1.80V,2.02V,2.00V,1.80V,3.31V,3.31V,3.30V,45.56,1458RPM/20%,0% 0% ,0% 0% 
2023/09/15 11:55:24,FPGA-A,FPGA-A 0.85V,0.90V,1.20V,1.81V,1.80V,2.01V,2.00V,1.80V,3.30V,3.31V,3.29V,46.06,1459RPM/20%,0% 0% ,0% 0% 
2023/09/15 11:55:29,FPGA-A,FPGA-A 0.85V,0.90V,1.20V,1.81V,1.80V,2.01V,2.00V,1.80V,3.30V,3.31V,3.29V,46.06,1459RPM/20%,0% 0% ,0% 0% 
2023/09/15 11:55:34,FPGA-A,FPGA-A 0.86V,0.89V,1.20V,1.81V,1.80V,2.01V,2.00V,1.80V,3.30V,3.31V,3.29V,46.06,1459RPM/20%,0% 0% ,0% 0% 
2023/09/15 11:55:39,FPGA-A,FPGA-A 0.85V,0.90V,1.20V,1.80V,1.81V,2.02V,2.01V,1.80V,3.30V,3.31V,3.29V,46.00,1460RPM/20%,0% 0% ,0% 0% 
2023/09/15 11:55:44,FPGA-A,FPGA-A 0.85V,0.89V,1.20V,1.80V,1.81V,2.02V,2.01V,1.80V,3.30V,3.31V,3.29V,46.00,1460RPM/20%,0% 0% ,0% 0% 
2023/09/15 11:55:49,FPGA-A,FPGA-A 0.85V,0.91V,1.20V,1.80V,1.81V,2.02V,2.01V,1.80V,3.30V,3.31V,3.29V,46.00,1460RPM/20%,0% 0% ,0% 0% 
2023/09/15 11:55:54,FPGA-A,FPGA-A 0.85V,0.89V,1.20V,1.81V,1.81V,2.01V,2.00V,1.79V,3.30V,3.30V,3.30V,46.00,1459RPM/20%,0% 0% ,0% 0% 
2023/09/15 11:55:59,FPGA-A,FPGA-A 0.86V,0.90V,1.20V,1.81V,1.81V,2.01V,2.00V,1.79V,3.30V,3.30V,3.30V,46.00,1460RPM/20%,0% 0% ,0% 0% 
2023/09/15 11:56:04,FPGA-A,FPGA-A 0.86V,0.90V,1.20V,1.81V,1.81V,2.01V,2.00V,1.79V,3.30V,3.30V,3.30V,46.00,1461RPM/20%,0% 0% ,0% 0% 
2023/09/15 11:56:09,FPGA-A,FPGA-A 0.86V,0.89V,1.19V,1.80V,1.81V,2.02V,2.00V,1.80V,3.29V,3.30V,3.30V,46.00,1460RPM/20%,0% 0% ,0% 0% 
2023/09/15 11:56:14,FPGA-A,FPGA-A 0.86V,0.90V,1.19V,1.80V,1.81V,2.02V,2.00V,1.80V,3.29V,3.30V,3.30V,46.00,1462RPM/20%,0% 0% ,0% 0% 
2023/09/15 11:56:19,FPGA-A,FPGA-A 0.85V,0.90V,1.19V,1.80V,1.81V,2.02V,2.00V,1.80V,3.29V,3.30V,3.30V,46.00,1461RPM/20%,0% 0% ,0% 0% 
2023/09/15 11:56:24,FPGA-A,FPGA-A 0.86V,0.91V,1.20V,1.80V,1.80V,2.01V,2.01V,1.78V,3.30V,3.31V,3.30V,46.25,1462RPM/20%,0% 0% ,0% 0% 
2023/09/15 11:56:29,FPGA-A,FPGA-A 0.85V,0.91V,1.20V,1.80V,1.80V,2.01V,2.01V,1.78V,3.30V,3.31V,3.30V,46.25,1462RPM/20%,0% 0% ,0% 0% 
2023/09/15 11:56:34,FPGA-A,FPGA-A 0.85V,0.90V,1.20V,1.80V,1.80V,2.01V,2.01V,1.78V,3.30V,3.31V,3.30V,46.25,1464RPM/20%,0% 0% ,0% 0% 
2023/09/15 11:56:39,FPGA-A,FPGA-A 0.86V,0.90V,1.20V,1.80V,1.81V,2.01V,2.01V,1.80V,3.31V,3.32V,3.30V,46.31,1464RPM/20%,0% 0% ,0% 0% 
2023/09/15 11:56:44,FPGA-A,FPGA-A 0.86V,0.90V,1.20V,1.80V,1.81V,2.01V,2.01V,1.80V,3.31V,3.32V,3.30V,46.31,1463RPM/20%,0% 0% ,0% 0% 
2023/09/15 11:56:49,FPGA-A,FPGA-A 0.86V,0.89V,1.20V,1.80V,1.81V,2.01V,2.01V,1.80V,3.31V,3.32V,3.30V,46.31,1463RPM/20%,0% 0% ,0% 0% 
2023/09/15 11:56:54,FPGA-A,FPGA-A 0.86V,0.90V,1.19V,1.81V,1.80V,2.01V,2.01V,1.80V,3.30V,3.30V,3.29V,46.50,1464RPM/20%,0% 0% ,0% 0% 
